Channel,Date,Start time,Film Code,Break Code,Advertiser,Brand,Agency,Holding Company,BARB Prog Before,BARB Prog After,Sales House,Major category,Mid category,Minor category,All PIB rel,All PIB pos,Log Station (2010-),Impacts A4+
ITV1 HD,26/03/2024,19:57:41,HKXGADA032020,EB,Reckitt benckiser,Gaviscon double action,Zenith uk media limi,Reckitt benckiser,EMMERDALE,WHO WANTS TO BE A MILLION RPT,ITV SALES,Health & wellbeing,Medication,Indigestion remedies,Middle,9,ITV1 HD London Carlton,94
ITV1 HD,26/03/2024,19:58:01,ANOCRUK414030,EB,Cancer research uk,Cancer research race for life,Essencemediacom hold,Cancer research uk,EMMERDALE,WHO WANTS TO BE A MILLION RPT,ITV SALES,Government social political organisation,Charities,Cancer charities,3rd last,10,ITV1 HD London Carlton,87
ITV1 HD,26/03/2024,19:58:31,LBEDISN004020,EB,Walt disney company,Disneyland paris,Zenith uk media limi,Walt disney company,EMMERDALE,WHO WANTS TO BE A MILLION RPT,ITV SALES,Travel & transport,Holidays/overseas,Overseas resorts,2nd last,11,ITV1 HD London Carlton,87
ITV1 HD,26/03/2024,19:58:51,MCEPRBT185010,EB,Premier foods,Batchelors super noodles,Dentsu uk limited,Premier foods,EMMERDALE,WHO WANTS TO BE A MILLION RPT,ITV SALES,Food,Food cupboard / grocery,Instant snack pasta/rice/noodles,Last,12,ITV1 HD London Carlton,87
ITV1 HD,26/03/2024,20:13:08,VCCVMBR127030,CB,Virgin media,Virgin media broadband & tv,Manning gottlieb omd,Virgin group,WHO WANTS TO BE A MILLION RPT,WHO WANTS TO BE A MILLION RPT,ITV SALES,Telecoms,Fixed line services,Home broadband,First,1,ITV1 HD London Carlton,79
ITV1 HD,26/03/2024,20:13:38,MCLAJCG004010,CB,Aj bell,Aj bell investments,Mediaplus uk london,Aj bell,WHO WANTS TO BE A MILLION RPT,WHO WANTS TO BE A MILLION RPT,ITV SALES,Finance,Investments,Investment - brand building,2nd,2,ITV1 HD London Carlton,79
ITV1 HD,26/03/2024,20:13:48,MCMMATA145010,CB,Matalan retail,Matalan wholesale clothing store,Havas media,Matalan group,WHO WANTS TO BE A MILLION RPT,WHO WANTS TO BE A MILLION RPT,ITV SALES,Clothing & accessories,Clothes (ready to wear),Unisex wear/ men & womens clothing,3rd,3,ITV1 HD London Carlton,79
ITV1 HD,26/03/2024,20:13:58,UTVCHIL236030,CB,Childs farm,Childs farm toiletries,Childs farm ltd,Childs farm,WHO WANTS TO BE A MILLION RPT,WHO WANTS TO BE A MILLION RPT,ITV SALES,Cosmetics & personal care,Skincare,Multi product - skincare,Middle,4,ITV1 HD London Carlton,79
ITV1 HD,26/03/2024,20:14:28,BEMMSEA214030,CB,Marks & spencer,Marks & spencer easter,Mindshare media uk l,Marks & spencer,WHO WANTS TO BE A MILLION RPT,WHO WANTS TO BE A MILLION RPT,ITV SALES,Food,Bakery,Hot cross buns,Middle,5,ITV1 HD London Carlton,76
ITV1 HD,26/03/2024,20:14:58,HKXDFEN017020,CB,Edf energy,Edf energy,Havas media,Edf energy,WHO WANTS TO BE A MILLION RPT,WHO WANTS TO BE A MILLION RPT,ITV SALES,Business & industrial,Utilities residential,Residential renewable energy,Middle,6,ITV1 HD London Carlton,76
ITV1 HD,26/03/2024,20:15:18,REPAMEX033030,CB,American express eur,Amex business card,Um,American express eur,WHO WANTS TO BE A MILLION RPT,WHO WANTS TO BE A MILLION RPT,ITV SALES,Finance,Business banking services,Business credit cards,Middle,7,ITV1 HD London Carlton,73
ITV1 HD,26/03/2024,20:15:48,TGSGNTA005010,CB,Samworth brothers,Ginsters,The7stars uk limited,Cibus holdings,WHO WANTS TO BE A MILLION RPT,WHO WANTS TO BE A MILLION RPT,ITV SALES,Food,Delicatessen / chilled food,Pasties & slices,3rd last,8,ITV1 HD London Carlton,73
ITV1 HD,26/03/2024,20:15:58,DESLVHO115010,CB,Liverpool victoria f,Liverpool victoria home insurance,Mindshare media uk l,Liverpool victoria f,WHO WANTS TO BE A MILLION RPT,WHO WANTS TO BE A MILLION RPT,ITV SALES,Finance,General insurance,Home ins (including buildings & content),2nd last,9,ITV1 HD London Carlton,73
ITV1 HD,26/03/2024,20:16:08,MUMIEGL848030,CB,Ikea,Ikea stores,Dentsu uk limited,Ikea,WHO WANTS TO BE A MILLION RPT,WHO WANTS TO BE A MILLION RPT,ITV SALES,Retail,Household,Furniture & furnishings,Last,10,ITV1 HD London Carlton,73
ITV1 HD,26/03/2024,20:32:14,ANOANGP104020,CB,Google uk,Google pixel 8 phone,Essence global limit,Google uk,WHO WANTS TO BE A MILLION RPT,WHO WANTS TO BE A MILLION RPT,ITV SALES,Telecoms,Telecoms equipment,Mobile handsets - smartphones,First,1,ITV1 HD London Carlton,103
ITV1 HD,26/03/2024,20:32:34,HOGTOLX095030,CB,Toyota gb,Toyota lexus rz,T&p media limited,Toyota motor corpora,WHO WANTS TO BE A MILLION RPT,WHO WANTS TO BE A MILLION RPT,ITV SALES,Automotive,Automotive - cars,H - dual purpose,2nd,2,ITV1 HD London Carlton,103
ITV1 HD,26/03/2024,20:33:04,CLDDUHH006010,CB,Dunelm,Dunelm mill store,Goodstuff communicat,Dunelm group,WHO WANTS TO BE A MILLION RPT,WHO WANTS TO BE A MILLION RPT,ITV SALES,Household equipment & diy,Soft furnishings,Bed & bath linens & towels,3rd,3,ITV1 HD London Carlton,112
ITV1 HD,26/03/2024,20:33:14,MUMKNVA321010,CB,Kentucky fried chick,Kfc original recipe deal,Mindshare media uk l,Yum restaurant holdi,WHO WANTS TO BE A MILLION RPT,WHO WANTS TO BE A MILLION RPT,ITV SALES,Entertainment & leisure,Restaurants & bars,Fast food restaurants - multi product,Middle,4,ITV1 HD London Carlton,112
ITV1 HD,26/03/2024,20:33:24,ALPYTCT002010,CB,Yellow tail wines,Yellow tail shiraz wine,The7stars uk limited,Casella family brand,WHO WANTS TO BE A MILLION RPT,WHO WANTS TO BE A MILLION RPT,ITV SALES,Drink,Wine,Red,Middle,5,ITV1 HD London Carlton,112
ITV1 HD,26/03/2024,20:33:34,ICPEONN510020,CB,E on,E on next,Mediaplus uk london,E on,WHO WANTS TO BE A MILLION RPT,WHO WANTS TO BE A MILLION RPT,ITV SALES,Business & industrial,Utilities residential,Residential renewable energy,Middle,6,ITV1 HD London Carlton,112
ITV1 HD,26/03/2024,20:33:54,TBMCHWJ456030,CB,Merlin entertainment,Chessington world of adventure,Wavemaker limited,Merlin entertainment,WHO WANTS TO BE A MILLION RPT,WHO WANTS TO BE A MILLION RPT,ITV SALES,Entertainment & leisure,Leisure activities,Theme parks,Middle,7,ITV1 HD London Carlton,112
ITV1 HD,26/03/2024,20:34:24,JLNUSWT092020,CB,Uswitch,Uswitch.com,Zenith uk media limi,Uswitch,WHO WANTS TO BE A MILLION RPT,WHO WANTS TO BE A MILLION RPT,ITV SALES,Computers,Computing services,Internet services including isps,Middle,8,ITV1 HD London Carlton,118
ITV1 HD,26/03/2024,20:34:44,PCHPPGP001010,CB,Consorzio tutela gra,Consorzio grana padano cheese,Consorzio per la tut,Consorzio per la tut,WHO WANTS TO BE A MILLION RPT,WHO WANTS TO BE A MILLION RPT,ITV SALES,Food,Dairy,Cheese - continental,Middle,9,ITV1 HD London Carlton,118
ITV1 HD,26/03/2024,20:34:54,TTBERHO035020,CB,Expedia.co.uk,Hotels.com,Expedia,Expedia,WHO WANTS TO BE A MILLION RPT,WHO WANTS TO BE A MILLION RPT,ITV SALES,Travel & transport,Travel agents,Online travel/booking agents,3rd last,10,ITV1 HD London Carlton,118
ITV1 HD,26/03/2024,20:35:14,TMWOFLT014010,CB,Oak furnitureland,Oakfurnitureland.co.uk,Dentsu manchester li,Oak furnitureland ho,WHO WANTS TO BE A MILLION RPT,WHO WANTS TO BE A MILLION RPT,ITV SALES,Retail,Household,Furniture & furnishings,2nd last,11,ITV1 HD London Carlton,115
ITV1 HD,26/03/2024,20:35:24,UCSBQBR010020,CB,B & q,B&q value,Dentsu uk limited,Kingfisher,WHO WANTS TO BE A MILLION RPT,WHO WANTS TO BE A MILLION RPT,ITV SALES,Retail,Household,Diy stores,Last,12,ITV1 HD London Carlton,115
ITV1 HD,26/03/2024,20:46:00,TTBBDNV113020,CB,Beiersdorf uk,Nivea q10 wrinkle filler serum,Omd group limited,Beiersdorf uk,WHO WANTS TO BE A MILLION RPT,WHO WANTS TO BE A MILLION RPT,ITV SALES,Cosmetics & personal care,Skincare,Skin serum,First,1,ITV1 HD London Carlton,151
ITV1 HD,26/03/2024,20:46:20,CLDDUHH008030,CB,Dunelm,Dunelm mill store,Goodstuff communicat,Dunelm group,WHO WANTS TO BE A MILLION RPT,WHO WANTS TO BE A MILLION RPT,ITV SALES,Retail,Household,Furniture & furnishings,2nd,2,ITV1 HD London Carlton,151
ITV1 HD,26/03/2024,20:46:50,BURTMDO515010,CB,Mcdonalds restaurant,Mcdonalds winning sips,Omd group limited,Mcdonalds restaurant,WHO WANTS TO BE A MILLION RPT,WHO WANTS TO BE A MILLION RPT,ITV SALES,Entertainment & leisure,Restaurants & bars,Fast food restaurants - brand building,3rd,3,ITV1 HD London Carlton,151
ITV1 HD,26/03/2024,20:47:00,HOGSKSH891020,CB,Skechers,Skechers sport shoes,Wavemaker limited,Skechers,WHO WANTS TO BE A MILLION RPT,WHO WANTS TO BE A MILLION RPT,ITV SALES,Clothing & accessories,Footwear,Sports shoes and trainers,Middle,4,ITV1 HD London Carlton,146
ITV1 HD,26/03/2024,20:47:20,ACBLIUK090020,CB,Lidl uk gmbh,Lidl easter,Omd group limited,Lidl uk gmbh,WHO WANTS TO BE A MILLION RPT,WHO WANTS TO BE A MILLION RPT,ITV SALES,Food,Food brand building,Food & drink - multi product,Middle,5,ITV1 HD London Carlton,146
ITV1 HD,26/03/2024,20:47:40,OHLHOME001030,CB,Homebase,Homebase stores,Havas media,J sainsburys,WHO WANTS TO BE A MILLION RPT,WHO WANTS TO BE A MILLION RPT,ITV SALES,Retail,Household,Diy stores,Middle,6,ITV1 HD London Carlton,146
ITV1 HD,26/03/2024,20:48:10,UCSIGAV003030,CB,Avios group,Avios,Manning gottlieb omd,British airways,WHO WANTS TO BE A MILLION RPT,WHO WANTS TO BE A MILLION RPT,ITV SALES,Retail,Household,Loyalty/reward cards,Middle,7,ITV1 HD London Carlton,144
ITV1 HD,26/03/2024,20:48:40,BEVAGIM001030,CB,Paramount pictures,Paramount plus video streaming,Wavemaker limited,Paramount pictures,WHO WANTS TO BE A MILLION RPT,WHO WANTS TO BE A MILLION RPT,ITV SALES,Entertainment & leisure,Home entertainment,Film/programme downloads/streaming,3rd last,8,ITV1 HD London Carlton,144
ITV1 HD,26/03/2024,20:49:10,HOGBECL301010,CB,Bayer,Clarityn hayfever treatment,Essencemediacom hold,Bayer,WHO WANTS TO BE A MILLION RPT,WHO WANTS TO BE A MILLION RPT,ITV SALES,Health & wellbeing,Medication,Asthma & hay fever remedies,2nd last,9,ITV1 HD London Carlton,159
ITV1 HD,26/03/2024,20:49:20,LMIMTWY004010,CB,Motorway online,Motorway.co.uk,Manning gottlieb omd,Motorway online,WHO WANTS TO BE A MILLION RPT,WHO WANTS TO BE A MILLION RPT,ITV SALES,Automotive,Automotive - retailer,Automotive marketplace,Last,10,ITV1 HD London Carlton,159
ITV1 HD,26/03/2024,20:59:29,TGWSMLM011030,EB,Hutchison 3g uk,Hutchison 3g smarty,Zenith uk media limi,Hutchison 3g,WHO WANTS TO BE A MILLION RPT,KATE GARRAWAY DEREKS STORY,ITV SALES,Telecoms,Personal mobile networks & services,Mobile pay monthly - sim only,First,1,ITV1 HD London Carlton,108
ITV1 HD,26/03/2024,20:59:59,TMWOFLT014010,EB,Oak furnitureland,Oakfurnitureland.co.uk,Dentsu manchester li,Oak furnitureland ho,WHO WANTS TO BE A MILLION RPT,KATE GARRAWAY DEREKS STORY,ITV SALES,Retail,Household,Furniture & furnishings,2nd,2,ITV1 HD London Carlton,108
ITV1 HD,26/03/2024,21:00:09,LMIMTWY004010,EB,Motorway online,Motorway.co.uk,Manning gottlieb omd,Motorway online,WHO WANTS TO BE A MILLION RPT,KATE GARRAWAY DEREKS STORY,ITV SALES,Automotive,Automotive - retailer,Automotive marketplace,3rd,3,ITV1 HD London Carlton,122
ITV1 HD,26/03/2024,21:00:19,MUMKNLU330030,EB,Kentucky fried chick,Kfc lunch meal deal,Mindshare media uk l,Yum restaurant holdi,WHO WANTS TO BE A MILLION RPT,KATE GARRAWAY DEREKS STORY,ITV SALES,Entertainment & leisure,Restaurants & bars,Fast food restaurants - multi product,2nd last,4,ITV1 HD London Carlton,122
ITV1 HD,26/03/2024,21:00:49,BLBFURN204010,EB,Furniture village,Furniture village,Tmwi limited,Cadagan estates,WHO WANTS TO BE A MILLION RPT,KATE GARRAWAY DEREKS STORY,ITV SALES,Retail,Household,Furniture & furnishings,Last,5,ITV1 HD London Carlton,122
ITV1 HD,26/03/2024,21:09:56,UMWGETY006010,CB,Getyourguide deutsch,Getyourguide.com,Mediabrands limited,Getyourguide deutsch,KATE GARRAWAY DEREKS STORY,KATE GARRAWAY DEREKS STORY,ITV SALES,Travel & transport,Travel agents,Online travel/booking agents,First,1,ITV1 HD London Carlton,162
ITV1 HD,26/03/2024,21:10:06,HOGTOLX095030,CB,Toyota gb,Toyota lexus rz,T&p media limited,Toyota motor corpora,KATE GARRAWAY DEREKS STORY,KATE GARRAWAY DEREKS STORY,ITV SALES,Automotive,Automotive - cars,H - dual purpose,2nd,2,ITV1 HD London Carlton,100
ITV1 HD,26/03/2024,21:10:36,WCRSKBR052020,CB,Sky uk,Sky mobile,Essencemediacom hold,Sky uk,KATE GARRAWAY DEREKS STORY,KATE GARRAWAY DEREKS STORY,ITV SALES,Telecoms,Personal mobile networks & services,Mobile service range,3rd,3,ITV1 HD London Carlton,100
ITV1 HD,26/03/2024,21:10:56,ITCPPLB012030,CB,Postcode lottery,Postcode lottery,The7stars uk limited,Postcode lottery,KATE GARRAWAY DEREKS STORY,KATE GARRAWAY DEREKS STORY,ITV SALES,Entertainment & leisure,Gambling,Lottery,Middle,4,ITV1 HD London Carlton,100
ITV1 HD,26/03/2024,21:11:26,KROSCSS115030,CB,A share & sons,Scs furniture & carpets,Dentsu manchester li,Parlour product hold,KATE GARRAWAY DEREKS STORY,KATE GARRAWAY DEREKS STORY,ITV SALES,Household equipment & diy,Furniture & fittings,Furniture - lounge & dining,Middle,5,ITV1 HD London Carlton,100
ITV1 HD,26/03/2024,21:11:56,ICPEONN510020,CB,E on,E on next,Mediaplus uk london,E on,KATE GARRAWAY DEREKS STORY,KATE GARRAWAY DEREKS STORY,ITV SALES,Business & industrial,Utilities residential,Residential renewable energy,3rd last,6,ITV1 HD London Carlton,100
ITV1 HD,26/03/2024,21:12:16,PCHPPGP002010,CB,Consorzio tutela gra,Consorzio grana padano cheese,Consorzio per la tut,Consorzio per la tut,KATE GARRAWAY DEREKS STORY,KATE GARRAWAY DEREKS STORY,ITV SALES,Food,Dairy,Cheese - continental,2nd last,7,ITV1 HD London Carlton,100
ITV1 HD,26/03/2024,21:12:26,NCAALZH038060,CB,Alzheimers society,Alzheimers society,Medialab group limit,Alzheimers society,KATE GARRAWAY DEREKS STORY,KATE GARRAWAY DEREKS STORY,ITV SALES,Government social political organisation,Charities,Health charities,Last,8,ITV1 HD London Carlton,100
ITV1 HD,26/03/2024,21:28:32,OHLHOME001030,CB,Homebase,Homebase stores,Havas media,J sainsburys,KATE GARRAWAY DEREKS STORY,KATE GARRAWAY DEREKS STORY,ITV SALES,Retail,Household,Diy stores,First,1,ITV1 HD London Carlton,170
ITV1 HD,26/03/2024,21:29:02,TTFHOTE005030,CB,Hotel chocolat,Hotel chocolate tasting club,Gravity road limited,Hotel chocolat,KATE GARRAWAY DEREKS STORY,KATE GARRAWAY DEREKS STORY,ITV SALES,Electronics, household appliances & tech",Small appliances - kitchen,Tea/coffee makers,2nd,2,ITV1 HD London Carlton,104
ITV1 HD,26/03/2024,21:29:32,BLBFURN203010,CB,Furniture village,Furniture village,Tmwi limited,Cadagan estates,KATE GARRAWAY DEREKS STORY,KATE GARRAWAY DEREKS STORY,ITV SALES,Retail,Household,Furniture & furnishings,3rd,3,ITV1 HD London Carlton,104
ITV1 HD,26/03/2024,21:29:42,HKXDFEN017020,CB,Edf energy,Edf energy,Havas media,Edf energy,KATE GARRAWAY DEREKS STORY,KATE GARRAWAY DEREKS STORY,ITV SALES,Business & industrial,Utilities residential,Residential renewable energy,Middle,4,ITV1 HD London Carlton,104
ITV1 HD,26/03/2024,21:30:02,SAAMAXF025020,CB,Coty uk,Max factor miracle pure foundation,Zenith uk media limi,Coty uk,KATE GARRAWAY DEREKS STORY,KATE GARRAWAY DEREKS STORY,ITV SALES,Cosmetics & personal care,Make up - face,Liquid/mousse foundation,Middle,5,ITV1 HD London Carlton,107
ITV1 HD,26/03/2024,21:30:22,TGSNNQQ835030,CB,Nissan motor gb,Nissan qashqai,Manning gottlieb omd,Nissan motor gb,KATE GARRAWAY DEREKS STORY,KATE GARRAWAY DEREKS STORY,ITV SALES,Automotive,Automotive - cars,C - lower medium,Middle,6,ITV1 HD London Carlton,107
ITV1 HD,26/03/2024,21:30:52,ANOCRUK414030,CB,Cancer research uk,Cancer research race for life,Essencemediacom hold,Cancer research uk,KATE GARRAWAY DEREKS STORY,KATE GARRAWAY DEREKS STORY,ITV SALES,Government social political organisation,Charities,Cancer charities,3rd last,7,ITV1 HD London Carlton,107
ITV1 HD,26/03/2024,21:31:22,PIPSPKE031020,CB,Respoke,Spokelondon.com mens clothing,Respoke limited,Respoke limited,KATE GARRAWAY DEREKS STORY,KATE GARRAWAY DEREKS STORY,ITV SALES,Clothing & accessories,Clothes (ready to wear),Mens fashions & outfitters,2nd last,8,ITV1 HD London Carlton,132
ITV1 HD,26/03/2024,21:31:42,BURTMOR078020,CB,William morrison sup,Morrisons supermarket,Wavemaker limited,William morrison sup,KATE GARRAWAY DEREKS STORY,KATE GARRAWAY DEREKS STORY,ITV SALES,Food,Meat/poultry,Lamb,Last,9,ITV1 HD London Carlton,132
ITV1 HD,26/03/2024,21:47:28,ANOANGP105020,CB,Google uk,Google pixel 8 phone,Essence global limit,Google uk,KATE GARRAWAY DEREKS STORY,KATE GARRAWAY DEREKS STORY,ITV SALES,Telecoms,Telecoms equipment,Mobile handsets - smartphones,First,1,ITV1 HD London Carlton,150
ITV1 HD,26/03/2024,21:47:48,HOGTOBZ073030,CB,Toyota gb,Toyota bz4x,T&p media limited,Toyota motor corpora,KATE GARRAWAY DEREKS STORY,KATE GARRAWAY DEREKS STORY,ITV SALES,Automotive,Automotive - cars,H - dual purpose,2nd,2,ITV1 HD London Carlton,150
ITV1 HD,26/03/2024,21:48:18,PFYMSWW001030,CB,Marks & spencer,Marks & spencer,Mindshare media uk l,Marks & spencer,KATE GARRAWAY DEREKS STORY,KATE GARRAWAY DEREKS STORY,ITV SALES,Clothing & accessories,Clothes (ready to wear),Womens fashions & designers,3rd,3,ITV1 HD London Carlton,112
ITV1 HD,26/03/2024,21:48:48,BBHTCPT534020,CB,Tesco stores,Tesco easter,Essencemediacom hold,Tesco,KATE GARRAWAY DEREKS STORY,KATE GARRAWAY DEREKS STORY,ITV SALES,Food,Food brand building,Food - multi product,Middle,4,ITV1 HD London Carlton,112
ITV1 HD,26/03/2024,21:49:08,PMCKAPW002020,CB,Karcher,Karcher pressure washer,Starcom worldwide li,Karcher,KATE GARRAWAY DEREKS STORY,KATE GARRAWAY DEREKS STORY,ITV SALES,Gardening & agriculture,Gardening - equipment,Pressure sprayers/washers,Middle,5,ITV1 HD London Carlton,104
ITV1 HD,26/03/2024,21:49:28,MCBYEOV093030,CB,Yeo valley farms,Yeo valley organic,Fridays at nine ltd,Yeo valley farms,KATE GARRAWAY DEREKS STORY,KATE GARRAWAY DEREKS STORY,ITV SALES,Food,Dairy,Dairy - multi product,3rd last,6,ITV1 HD London Carlton,104
ITV1 HD,26/03/2024,21:49:58,UCSBABR002030,CB,British airways,British airways,Manning gottlieb omd,British airways,KATE GARRAWAY DEREKS STORY,KATE GARRAWAY DEREKS STORY,ITV SALES,Travel & transport,Travel & transport - brand building,Travel & transport - brand building,2nd last,7,ITV1 HD London Carlton,104
ITV1 HD,26/03/2024,21:50:28,GOOSRGK002030,CB,Sue ryder,Sue ryder bereavement support,Medialab group limit,Sue ryder,KATE GARRAWAY DEREKS STORY,KATE GARRAWAY DEREKS STORY,ITV SALES,Government social political organisation,Charities,Charities other,Last,8,ITV1 HD London Carlton,99
ITV1 HD,26/03/2024,23:15:22,LBEDISN002020,EB,Walt disney company,Disneyland paris,Zenith uk media limi,Walt disney company,ON ASSIGNMENT,SPORT GIVES BACK AWARDS,ITV SALES,Travel & transport,Holidays/overseas,Overseas resorts,First,1,ITV1 HD London Carlton,25
ITV1 HD,26/03/2024,23:15:42,TJUIDHS092030,EB,Media 10,Media 10 ideal home show,Media 10 limited,Media 10,ON ASSIGNMENT,SPORT GIVES BACK AWARDS,ITV SALES,Entertainment & leisure,Leisure activities,Exhibitions,2nd,2,ITV1 HD London Carlton,25
ITV1 HD,26/03/2024,23:16:12,HKXDFEN017020,EB,Edf energy,Edf energy,Havas media,Edf energy,ON ASSIGNMENT,SPORT GIVES BACK AWARDS,ITV SALES,Business & industrial,Utilities residential,Residential renewable energy,3rd,3,ITV1 HD London Carlton,20
ITV1 HD,26/03/2024,23:16:32,VCCCOMP758030,EB,Bisl,Comparethemarket.com,Omd group limited,Bgl group,ON ASSIGNMENT,SPORT GIVES BACK AWARDS,ITV SALES,Finance,General insurance,Home & motor insurance,Middle,4,ITV1 HD London Carlton,20
ITV1 HD,26/03/2024,23:17:02,VCCVMBR127030,EB,Virgin media,Virgin media broadband & tv,Manning gottlieb omd,Virgin group,ON ASSIGNMENT,SPORT GIVES BACK AWARDS,ITV SALES,Telecoms,Fixed line services,Home broadband,Middle,5,ITV1 HD London Carlton,20
ITV1 HD,26/03/2024,23:17:32,NSANHCA490030,EB,Ccs,Ccs nhs cancer,Manning gottlieb omd,Ccs,ON ASSIGNMENT,SPORT GIVES BACK AWARDS,ITV SALES,Government social political organisation,Government institutions,Government departments,Middle,6,ITV1 HD London Carlton,20
ITV1 HD,26/03/2024,23:18:02,HOMREDI908020,EB,32red,32red.com online casino,Havas media,32red,ON ASSIGNMENT,SPORT GIVES BACK AWARDS,ITV SALES,Entertainment & leisure,Gambling,Online casino,3rd last,7,ITV1 HD London Carlton,20
ITV1 HD,26/03/2024,23:18:22,IIBORKG015010,EB,Kerrygold company,Kerrygold softer butter,Yonder media ltd,Adams foods,ON ASSIGNMENT,SPORT GIVES BACK AWARDS,ITV SALES,Food,Dairy,Butter,2nd last,8,ITV1 HD London Carlton,20
ITV1 HD,26/03/2024,23:18:32,AEDAVGI130020,EB,Aviva,Aviva insurance,Zenith uk media limi,Aviva,ON ASSIGNMENT,SPORT GIVES BACK AWARDS,ITV SALES,Finance,General insurance,Car insurance,Last,9,ITV1 HD London Carlton,20
ITV1 HD,26/03/2024,23:29:33,VCCCOMP759030,CB,Bisl,Comparethemarket.com,Omd group limited,Bgl group,SPORT GIVES BACK AWARDS,SPORT GIVES BACK AWARDS,ITV SALES,Finance,General insurance,Home & motor insurance,First,1,ITV1 HD London Carlton,24
ITV1 HD,26/03/2024,23:30:03,TAGDVGB477030,CB,Unilever uk home & p,Dove men plus care,Mindshare media uk l,Unilever,SPORT GIVES BACK AWARDS,SPORT GIVES BACK AWARDS,ITV SALES,Cosmetics & personal care,Cosmetics/personal care - multi product,Multi product - personal care,2nd,2,ITV1 HD London Carlton,15
ITV1 HD,26/03/2024,23:30:33,PGOFLAS008030,CB,Procter & gamble uk,Flash dust magnet,Starcom worldwide li,Procter & gamble uk,SPORT GIVES BACK AWARDS,SPORT GIVES BACK AWARDS,ITV SALES,Household fmcg,Household cleaning/supplies,Dusters/wipes,3rd,3,ITV1 HD London Carlton,15
ITV1 HD,26/03/2024,23:31:03,PCHPPGP003010,CB,Consorzio tutela gra,Consorzio grana padano cheese,Consorzio per la tut,Consorzio per la tut,SPORT GIVES BACK AWARDS,SPORT GIVES BACK AWARDS,ITV SALES,Food,Dairy,Cheese - continental,2nd last,4,ITV1 HD London Carlton,15
ITV1 HD,26/03/2024,23:31:13,ANOCRUK414030,CB,Cancer research uk,Cancer research race for life,Essencemediacom hold,Cancer research uk,SPORT GIVES BACK AWARDS,SPORT GIVES BACK AWARDS,ITV SALES,Government social political organisation,Charities,Cancer charities,Last,5,ITV1 HD London Carlton,15